id,price,moonRank,💎 score (%),storeURL
78,0.35,3734,70.19,https://magiceden.io/item-details/AbBAn8SVavqWgpRcKd8HxuLCYyoYvHWBXCdWdsYLmbFt
840,0.4,3840,68.92,https://magiceden.io/item-details/9peEXdxwXisS8vNXWVoh7fJHbTZ45QjtyeSt3aSJRKgw
879,0.5,4842,60.64,https://magiceden.io/item-details/7365d7k4BeMTwzrCCdiALsoLuMEJ4vR3Gg8wtYt2gkrX
880,0.388,3725,69.87,https://magiceden.io/item-details/rNrYjMtA78Jb61HYQt6od2JS5up5iKMkESQncZvYeiw
998,0.13,5157,62.06,https://magiceden.io/item-details/9XWy6EpbCtkGNz7GkcjcDHDaVcNK12yss3JCdz2dwZby
1017,0.45,2146,80.72,https://magiceden.io/item-details/EkSwp9cnGbcSoZZw4MweYX6FTrZL2a4LuR2PwbkAZYwG
1055,0.08,2509,81.78,https://magiceden.io/item-details/ETf3hJzqeiR2apmM4YaZFXhqPmUX4apUqfftdMNmJisX
1093,0.11,5049,63.04,https://magiceden.io/item-details/FKPx2MsEvvkFLZjVwCEo8epnd8kTt2FYevHNDRbUMAiz
1116,0.3,3756,70.53,https://magiceden.io/item-details/3DHui6iL4p4mV98wD4q2tXGgEoUjkgo1spJfMcTHCsZ3
1169,0.2,3946,70.15,https://magiceden.io/item-details/Hx4tP1wwYfyNp2WvSWQ4NVbqDY93Rg67zdXv1mURvGFq
1558,0.14,4021,70.2,https://magiceden.io/item-details/7JtRZ8yfN8LhSKNN35m4GemsaDUxfK5k5tHT38BNmBHW
1891,0.14,5085,62.48,https://magiceden.io/item-details/D7ofopdMkZ2rW9msCu4t39vaeyw9B19tE4gf6gWnwrUc
2454,0.69,5123,56.7,https://magiceden.io/item-details/ErssDy1hcjrkSYJHCtDuPVotNAL5LmHCLLvmEoReh9JN
3264,0.14,5129,62.16,https://magiceden.io/item-details/BT9ieNrTeUsbpuc4P1xT6oSF32je1dPTddgBSnKa36LK
3543,0.25,4285,67.19,https://magiceden.io/item-details/63p2pKZHpZEeufPwF4Lt32BL2ri7Pc3JkTwDdFj2cyEP
3555,0.25,2168,82.56,https://magiceden.io/item-details/GqTQFto9sJjY8AKwLtL4ZQ1PsAZGFZmyqjcCheWMP1Ew
3582,0.8,4664,58.94,https://magiceden.io/item-details/5V24eUXvipvYQkvPycNm7PZKs8UnDgSjtGUgd9mjgobv
3893,0.72,1973,79.27,https://magiceden.io/item-details/8WJf4s7SiBziVuzT68286zfsYgpDepnmbgFmC5Ajkt3k
4224,0.69,2092,78.71,https://magiceden.io/item-details/6iU25g46PEVaFgXzGwz5RVGrgVqV2gz1hUAhhCJeJZBK
4249,0.35,5078,60.43,https://magiceden.io/item-details/WCFHhh1NirfkVfuX33e3jBS3xMTvNeXjBycQzWkWgj4
4261,0.1,4520,66.98,https://magiceden.io/item-details/5x2hFPjcXGo7muv4t4pu7vwUvve4ixH4xSxhFNA4k5yV
4312,0.14,4104,69.6,https://magiceden.io/item-details/GtCm2cVdNQLZnNDoAFmshVq98GMYWNcSh5P94ZcqAFfE
4610,0.4995,3466,70.64,https://magiceden.io/item-details/JA85bUVXzVgabLFnMTJAEhmNqTHQCgYoJYFRvRptv4tR
4904,0.7,3984,64.87,https://magiceden.io/item-details/HTUpqN2ZSVGRLvy8LVMdNCJUo6qdn8ngbe1SxNHxCdsW
4938,0.35,3969,68.48,https://magiceden.io/item-details/38YXN8wpFrGi6GyMY38GDcFkmn7NmRUNRSxShrH4H25s
4940,0.4,4352,65.2,https://magiceden.io/item-details/4QkYPwjhTEew3AoTxCrhJqqmqERGZANadQ25F3Ztbh8Z
4943,0.4,3953,68.1,https://magiceden.io/item-details/CTrjAkdWDtUvf8upyxJC1vSZyBHH9GYRYNRxM5GwZYqH
4964,0.2,2575,80.1,https://magiceden.io/item-details/FnGbsXsqEQujcUvMrvwyF1zKDMkt2FT72UfzDqMErzW3
4965,0.1,3536,74.13,https://magiceden.io/item-details/HWgK4hSRVL4s5N9EXBvMcRf1tBdzXB4pJFLFdawNSdyS
5016,0.2,4730,64.46,https://magiceden.io/item-details/AmHGNbku17PA7hbs2A1Ycw5CoCdBNNYA1Eew3Ta3S9y7
5092,0.2,4355,67.18,https://magiceden.io/item-details/Aeq3K9VjwJwHyA74MbP5sszdePaaJXp4tZqgF84rWcni
5109,0.5,3771,68.42,https://magiceden.io/item-details/EWJ8z6Drx13fpjc7YXJjPpb1PDEYvnreujby3MDpbXZd
5149,0.8,2254,76.43,https://magiceden.io/item-details/5U7DFRS73yQRQsWwmZ9nd2L8pCqDtGCThxyL4qPtcWdx
5206,0.09,4645,66.17,https://magiceden.io/item-details/8w4L3MC46kZkNXGf4sYCRQ5dT5L1skkTuN7xKwRZsT3F
5255,0.49,3678,69.19,https://magiceden.io/item-details/E79HHCAjUMUBPknZjN9akd1NU8BWDwBB8R9qUeE89wsZ
5323,0.14,4445,67.13,https://magiceden.io/item-details/6FTajgfNvbBKx8hfychGmTCcfvdMFUAPCgtVB3jcZCsb
5342,0.73,5508,53.51,https://magiceden.io/item-details/FnMMQ2maukFoiJiFbX2UDTdVgNgrstB93DWmVXLoWXn8
5350,0.25,5509,58.3,https://magiceden.io/item-details/2ZHi1YwDoKTgZnggeyLKiLgJNCBm6KWZFQxjctQnXXUN
5358,0.4995,1716,83.35,https://magiceden.io/item-details/5apq9DF6rsdvKcmvUm8Dc6UGdhDPPEFfCdWHzC1mGqrT
